Ref. No.,Category,Test Name,Low Complexity (hours),Medium Complexity (hours),High Complexity (hours),Assumptions
4.1,,Information Gathering,,,,
4.7.2,WSTG-v5-INPV-02,Testing for Stored Cross Site Scripting,2,4,8,Stored XSS; scales with storage points.
4.7.3,WSTG-v5-INPV-03,Testing for HTTP Verb Tampering,0.5,1,1.5,Verb tampering; low scaling.
4.7.4,WSTG-v5-INPV-04,Testing for HTTP Parameter Pollution,1,2,3,Parameter manipulation; scales with params.
4.7.5,WSTG-v5-INPV-05,Testing for SQL Injection,3,6,12,SQLi tests; highly scales with endpoints/DBs.
4.7.5.1,,Oracle Testing,1,2,4,Oracle-specific SQLi; scales if in scope.
4.7.5.2,,MySQL Testing,1,2,4,MySQL-specific SQLi; scales if in scope.
4.7.5.3,,SQL Server Testing,1,2,4,SQL Server-specific SQLi; scales if in scope.
4.7.5.4,,Testing PostgreSQL,1,2,4,PostgreSQL-specific SQLi; scales if in scope.
4.7.5.5,,Testing NoSQL Injection*,1.5,3,6,NoSQL (e.g., MongoDB); scales if in scope.
4.7.6,WSTG-v5-INPV-06,Testing for LDAP Injection,1.5,3,6,LDAP injection; scales if integrated.
4.7.7,WSTG-v5-INPV-07,Testing for ORM Injection,1.5,3,6,ORM (e.g., Hibernate); scales if used.
4.7.8,WSTG-v5-INPV-08,Testing for XML Injection,1.5,3,6,XML injection; scales with XML inputs.
4.7.9,WSTG-v5-INPV-09,Testing for XPath Injection,1.5,3,6,XPath tests; scales with usage.
4.7.10,WSTG-v5-INPV-10,Testing for IMAP/SMTP Injection,1.5,3,6,Email injection; scales with features.
4.7.11,WSTG-v5-INPV-11,Testing for Code Injection,2,4,8,Code execution; scales with inputs.
4.7.11.1,,Testing for Local File Inclusion,1.5,3,6,LFI tests; scales with mechanisms.
4.7.11.2,,Testing for Remote File Inclusion,1.5,3,6,RFI tests; scales with possibilities.
4.7.12,WSTG-v5-INPV-12,Testing for Command Injection,2,4,8,Command injection; scales with endpoints.
4.7.13,WSTG-v5-INPV-13,Testing for Buffer Overflow,2,4,8,Buffer tests; scales with low-level handling.
4.7.13.1,,Testing for Heap Overflow,1,2,4,Heap-specific; scales with memory.
4.7.13.2,,Testing for Stack Overflow,1,2,4,Stack-specific; scales with memory.
4.7.13.3,,Testing for Format String,1,2,4,Format string; scales with inputs.
4.7.14,WSTG-v5-INPV-14,Testing for Incubated Vulnerabilities,1.5,3,6,Time-based; scales with logic.
4.7.15,WSTG-v5-INPV-15,Testing for HTTP Splitting/Smuggling,1,2,4,HTTP abuse; scales with protocol.
4.7.16,WSTG-v5-INPV-16,Testing for GraphQL Injection*,1.5,3,6,GraphQL-specific; scales if in scope.
4.7.17,WSTG-v5-INPV-17,Testing for Deserialization Attacks*,1,2,4,Deserialization; scales with serialization use.
4.8,,Error Handling,,,,
4.8.1,WSTG-v5-ERRL-01,Analysis of Error Codes,1,2,4,Error response review; scales with conditions.
4.8.2,WSTG-v5-ERRL-02,Analysis of Stack Traces,1,2,4,Stack trace leaks; scales with verbosity.
4.8.3,WSTG-v5-ERRL-03,Testing for Verbose Logging Abuse*,1,2,4,Tests logging (e.g., ELK); scales with frameworks.
4.9,,Weak Cryptography,,,,
4.9.1,WSTG-v5-CRYP-01,Testing for Weak SSL/TLS Ciphers,1,2,4,TLS 1.3 checks (e.g., SSLyze); scales with configs.
4.9.2,WSTG-v5-CRYP-02,Testing for Padding Oracle,1.5,3,6,Padding oracle attacks; scales with encryption.
4.9.3,WSTG-v5-CRYP-03,Testing for Sensitive Information Sent via Unencrypted Channels,1,2,4,Plaintext checks; scales with endpoints.
4.9.4,WSTG-v5-CRYP-04,Testing for Key Rotation and Management*,0.5,1,2,Key rotation tests; scales with crypto setup.
4.10,,Business Logic Testing,,,,
4.10.1,WSTG-v5-BUSL-01,Test Business Logic Data Validation,1.5,3,6,Logic validation; scales with rules.
4.10.2,WSTG-v5-BUSL-02,Test Ability to Forge Requests,1.5,3,6,Request forgery; scales with workflows.
4.10.3,WSTG-v5-BUSL-03,Test Integrity Checks,1,2,4,Data integrity; scales with checksums.
4.10.4,WSTG-v5-BUSL-04,Test for Process Timing,1,2,4,Timing attacks; scales with processes.
4.10.5,WSTG-v5-BUSL-05,Test Number of Times a Function Can be Used Limits,1,2,4,Function limits; scales with quotas.
4.10.6,WSTG-v5-BUSL-06,Testing for Circumvention of Workflows,2,4,8,Workflow bypass; highly scales with complexity.
4.10.7,WSTG-v5-BUSL-07,Test Defenses Against Application Misuse,1.5,3,6,Misuse scenarios; scales with use cases.
4.10.8,WSTG-v5-BUSL-08,Test Upload of Unexpected File Types,1,2,4,File upload validation; scales with features.
4.10.9,WSTG-v5-BUSL-09,Test Upload of Malicious Files,1.5,3,6,Malicious uploads; scales with processing.
4.10.10,WSTG-v5-BUSL-10,Test Race Conditions in Async Processes*,1,2,4,Race condition tests; scales with async logic.
4.10.11,WSTG-v5-BUSL-11,Test ML Model Tampering*,0.5,1,2,ML tampering; scales if AI/ML present.
4.11,,Client-Side Testing,,,,
4.11.1,WSTG-v5-CLIENT-01,Testing for DOM-Based Cross Site Scripting,2,4,8,DOM XSS; scales with scripts.
4.11.2,WSTG-v5-CLIENT-02,Testing for JavaScript Execution,1.5,3,6,JS execution; scales with JS usage.
4.11.3,WSTG-v5-CLIENT-03,Testing for HTML Injection,1.5,3,6,HTML injection; scales with rendering.
4.11.4,WSTG-v5-CLIENT-04,Testing for Client-Side URL Redirect,1,2,4,Redirect tests; scales with points.
4.11.5,WSTG-v5-CLIENT-05,Testing for CSS Injection,1.5,3,6,CSS injection; scales with features.
4.11.6,WSTG-v5-CLIENT-06,Testing for Client-Side Resource Manipulation,1.5,3,6,Resource tampering; scales with resources.
4.11.7,WSTG-v5-CLIENT-07,Test Cross Origin Resource Sharing,1,2,4,CORS tests; scales with setup.
4.11.8,WSTG-v5-CLIENT-08,Testing for Clickjacking,0.5,1,2,Clickjacking; low scaling.
4.11.9,WSTG-v5-CLIENT-09,Testing WebSockets,1.5,3,6,WebSocket tests; scales with impl.
4.11.10,WSTG-v5-CLIENT-10,Test Web Messaging,1,2,4,Messaging tests; scales with features.
4.11.11,WSTG-v5-CLIENT-11,Test Local Storage,1,2,4,Storage tests; scales with usage.
4.11.12,WSTG-v5-CLIENT-12,Test Progressive Web Apps (PWAs)*,1,2,4,PWA tests; scales with PWA features.
4.11.13,WSTG-v5-CLIENT-13,Test WebAssembly*,0.5,1,2,WebAssembly tests; scales with usage.
4.11.14,WSTG-v5-CLIENT-14,Test Shadow DOM*,0.5,1,2,Shadow DOM tests; scales with frameworks.
4.12,,API Testing,,,,
4.12.1,WSTG-v5-API-01,Test API Authentication*,2,4,8,API auth tests; scales with endpoints.
4.12.2,WSTG-v5-API-02,Test API Authorization*,2,4,8,API authz tests; scales with roles/scopes.
4.12.3,WSTG-v5-API-03,Test API Injection*,2,4,8,Injection tests (e.g., JSON); scales with endpoints.
4.12.4,WSTG-v5-API-04,Test API Rate Limiting*,1,2,4,Rate limit tests; scales with APIs.
4.12.5,WSTG-v5-API-05,Test API Input Validation*,1.5,3,6,Input validation; scales with params.
4.12.6,WSTG-v5-API-06,Test API Error Handling*,1,2,4,Error responses; scales with endpoints.
4.12.7,WSTG-v5-API-07,Test API Session Management*,1.5,3,6,API session tokens; scales with APIs.
4.12.8,WSTG-v5-API-08,Test API Data Exposure*,1,2,4,Data leaks; scales with responses.
4.12.9,WSTG-v5-API-09,Test API CORS Configuration*,1,2,4,CORS tests; scales with API setup.
4.12.10,WSTG-v5-API-10,Test GraphQL Schema Security*,1.5,3,6,GraphQL schema; scales if in scope.
4.12.11,WSTG-v5-API-11,Test API Versioning Security*,0.5,1,2,Versioning tests; scales with versions.
4.12.12,WSTG-v5-API-12,Test API Logging and Monitoring*,0.5,1,2,Logging tests; scales with setup.
4.12.13,WSTG-v5-API-13,Test API Third-Party Integrations*,1,2,4,Third-party APIs; scales with integrations.
4.12.14,WSTG-v5-API-14,Test API Cryptography*,1,2,4,Crypto in APIs; scales with encryption.
4.12.15,WSTG-v5-API-15,Test API Business Logic*,1.5,3,6,Logic flaws in APIs; scales with complexity.
,,Total,,110,220,440,Sum of all tests; scales with app size/features.
